ID;Organisation;Sector;Subsector;Service;Province_CODE;Municipality_CODE;Barangay;Status;Beneficiaries;Beneficiary_type;Place Name;Activity;Quantity;Unit;Start Date;End Date;Month;Region
512;ICRC;Welfare;RFL;I am Alive Call;1035;103502;East Poblacion;Finished;16;individuals;BHCU;RFL;16;individuals;17-Jun-2017;17-Jun-2017;June;Region 10
538;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;26;individuals;Maahad Abdel Aziz;RFL;26;individuals;18-Jun-2017;18-Jun-2017;June;Region 10
540;ICRC;Welfare;RFL;I am Alive Call;1035;103502;East Poblacion;Finished;6;individuals;BHCU;RFL;6;individuals;18-Jun-2017;18-Jun-2017;June;Region 10
541;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;18;individuals;Gumampong D. Ali Cultural Center;RFL;18;individuals;18-Jun-2017;18-Jun-2017;June;Region 10
571;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;17;individuals;Maahad Abdel Aziz;RFL;17;individuals;19-Jun-2017;19-Jun-2017;June;Region 10
572;ICRC;Welfare;RFL;I am Alive Call;1035;103502;East Poblacion;Finished;35;individuals;BHCU;RFL;35;individuals;19-Jun-2017;19-Jun-2017;June;Region 10
573;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;15;individuals;Gumampong D. Ali Cultural Center;RFL;15;individuals;19-Jun-2017;19-Jun-2017;June;Region 10
619;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;24;individuals;Gumampong D. Ali Cultural Center;RFL;24;individuals;21-Jun-2017;21-Jun-2017;June;Region 10
621;ICRC;Welfare;RFL;I am Alive Call;1035;103502;East Poblacion;Finished;25;individuals;BHCU;RFL;25;individuals;21-Jun-2017;21-Jun-2017;June;Region 10
641;ICRC;Welfare;RFL;Tracing;1035;103502;West Poblacion;Finished;26;individuals;Gumampong D. Ali Cultural Center;RFL;26;individuals;21-Jun-2017;21-Jun-2017;June;Region 10
657;ICRC;Welfare;RFL;Tracing;1035;103502;West Poblacion;Finished;2;individuals;Maahad Abdel Aziz;RFL;2;individuals;22-Jun-2017;22-Jun-2017;June;Region 10
659;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;4;individuals;Maahad Markazi Evacuation Center;RFL;4;individuals;22-Jun-2017;22-Jun-2017;June;Region 10
662;ICRC;Welfare;RFL;I am Alive Call;1035;103502;East Poblacion;Finished;42;individuals;BHCU;RFL;42;individuals;22-Jun-2017;22-Jun-2017;June;Region 10
674;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;24;individuals;Maahad Abdel Aziz;RFL;24;individuals;22-Jun-2017;22-Jun-2017;June;Region 10
685;ICRC;Welfare;RFL;Tracing;1035;103502;West Poblacion;Finished;1;individual;Maahad Abdel Aziz;RFL;1;individual;23-Jun-2017;23-Jun-2017;June;Region 10
722;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;10;individuals;Gumampong D. Ali Cultural Center;RFL;10;individuals;24-Jun-2017;24-Jun-2017;June;Region 10
723;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;1;individual;Maahad Abdel Aziz;RFL;1;individual;24-Jun-2017;24-Jun-2017;June;Region 10
725;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;6;individuals;Maahad Markazi Evacuation Center;RFL;6;individuals;24-Jun-2017;24-Jun-2017;June;Region 10
727;ICRC;Welfare;RFL;I am Alive Call;1035;103502;East Poblacion;Finished;30;individuals;BHCU;RFL;30;individuals;24-Jun-2017;24-Jun-2017;June;Region 10
759;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;16;individuals;Maahad Abdel Aziz;RFL;16;individuals;27-Jun-2017;27-Jun-2017;June;Region 10
762;ICRC;Welfare;RFL;I am Alive Call;1035;103502;East Poblacion;Finished;24;individuals;BHCU;RFL;24;individuals;27-Jun-2017;27-Jun-2017;June;Region 10
767;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;20;individuals;Maahad Markazi Evacuation Center;RFL;20;individuals;27-Jun-2017;27-Jun-2017;June;Region 10
772;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;13;individuals;Gumampong D. Ali Cultural Center;RFL;13;individuals;27-Jun-2017;27-Jun-2017;June;Region 10
778;ICRC;Welfare;RFL;I am Alive Call;1035;103502;East Poblacion;Finished;21;individuals;BHCU;RFL;21;individuals;28-Jun-2017;28-Jun-2017;June;Region 10
811;ICRC;Welfare;RFL;I am Alive Call;1035;103502;East Poblacion;Finished;6;individuals;BHCU;RFL;6;individuals;29-Jun-2017;29-Jun-2017;June;Region 10
821;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;21;individuals;Maahad Abdel Aziz;RFL;21;individuals;29-Jun-2017;29-Jun-2017;June;Region 10
823;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;54;individuals;Maahad Markazi Evacuation Center;RFL;54;individuals;29-Jun-2017;29-Jun-2017;June;Region 10
857;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;25;individuals;Maahad Markazi Evacuation Center;RFL;25;individuals;30-Jun-2017;30-Jun-2017;June;Region 10
870;ICRC;Welfare;RFL;Tracing;1035;103502;Balut;Finished;1;individual;Balo-I Provincial Hospital;RFL;1;individual;1-Jul-2017;1-Jul-2017;July;Region 10
872;ICRC;Welfare;RFL;I am Alive Call;1035;103502;East Poblacion;Finished;10;individuals;BHCU;RFL;10;individuals;1-Jul-2017;1-Jul-2017;July;Region 10
882;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;5;individuals;Maahad Abdel Aziz;RFL;5;individuals;1-Jul-2017;1-Jul-2017;July;Region 10
899;ICRC;Welfare;RFL;I am Alive Call;1035;103502;East Poblacion;Finished;25;individuals;BHCU;RFL;25;individuals;2-Jul-2017;2-Jul-2017;July;Region 10
905;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;30;individuals;Maahad Abdel Aziz;RFL;30;individuals;2-Jul-2017;2-Jul-2017;July;Region 10
918;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;19;individuals;Gumampong D. Ali Cultural Center;RFL;19;individuals;3-Jul-2017;3-Jul-2017;July;Region 10
922;ICRC;Welfare;RFL;I am Alive Call;1035;103502;East Poblacion;Finished;10;individuals;BHCU;RFL;10;individuals;3-Jul-2017;3-Jul-2017;July;Region 10
923;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;21;individuals;Maahad Markazi Evacuation Center;RFL;21;individuals;3-Jul-2017;3-Jul-2017;July;Region 10
927;ICRC;Welfare;RFL;I am Alive Call;1035;103502;Balut;Finished;15;individuals;Balo-I Provincial Hospital;RFL;15;individuals;3-Jul-2017;3-Jul-2017;July;Region 10
928;ICRC;Welfare;RFL;Tracing;1035;103502;West Poblacion;Finished;5;individuals;Gumampong D. Ali Cultural Center;RFL;5;individuals;3-Jul-2017;3-Jul-2017;July;Region 10
932;ICRC;Welfare;RFL;Tracing;1035;103502;Balut;Finished;1;individual;Balo-I Provincial Hospital;RFL;1;individual;3-Jul-2017;3-Jul-2017;July;Region 10
957;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;11;individuals;Maahad Abdel Aziz;RFL;11;individuals;4-Jul-2017;4-Jul-2017;July;Region 10
979;ICRC;Welfare;RFL;I am Alive Call;1035;103502;Balut;Finished;11;individuals;Balo-I Provincial Hospital;RFL;11;individuals;5-Jul-2017;5-Jul-2017;July;Region 10
987;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;6;individuals;Maahad Markazi Evacuation Center;RFL;6;individuals;5-Jul-2017;5-Jul-2017;July;Region 10
998;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;111;individuals;Gumampong D. Ali Cultural Center;RFL;111;individuals;6-Jul-2017;6-Jul-2017;July;Region 10
1004;ICRC;Welfare;RFL;I am Alive Call;1035;103502;Balut;Finished;9;individuals;Balo-I Provincial Hospital;RFL;9;individuals;6-Jul-2017;6-Jul-2017;July;Region 10
1006;ICRC;Welfare;RFL;I am Alive Call;1035;103502;East Poblacion;Finished;14;individuals;BHCU;RFL;14;individuals;6-Jul-2017;6-Jul-2017;July;Region 10
1014;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;33;individuals;Maahad Markazi Evacuation Center;RFL;33;individuals;6-Jul-2017;6-Jul-2017;July;Region 10
1016;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;23;individuals;Maahad Abdel Aziz;RFL;23;individuals;6-Jul-2017;6-Jul-2017;July;Region 10
1048;ICRC;Welfare;RFL;I am Alive Call;1035;103502;East Poblacion;Finished;5;individuals;BHCU;RFL;5;individuals;7-Jul-2017;7-Jul-2017;July;Region 10
1052;ICRC;Welfare;RFL;I am Alive Call;1035;103502;Balut;Finished;7;individuals;Balo-I Provincial Hospital;RFL;7;individuals;7-Jul-2017;7-Jul-2017;July;Region 10
1054;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;5;individuals;Maahad Markazi Evacuation Center;RFL;5;individuals;7-Jul-2017;7-Jul-2017;July;Region 10
1057;ICRC;Welfare;RFL;I am Alive Call;1035;103502;East Poblacion;Finished;17;individuals;BHCU;RFL;17;individuals;8-Jul-2017;8-Jul-2017;July;Region 10
1076;ICRC;Welfare;RFL;I am Alive Call;1035;103502;Balut;Finished;21;individuals;Balo-I Provincial Hospital;RFL;21;individuals;8-Jul-2017;8-Jul-2017;July;Region 10
1087;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;7;individuals;Gumampong D. Ali Cultural Center;RFL;7;individuals;10-Jul-2017;10-Jul-2017;July;Region 10
1099;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;9;individuals;Maahad Abdel Aziz;RFL;9;individuals;10-Jul-2017;10-Jul-2017;July;Region 10
1101;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;46;individuals;Maahad Markazi Evacuation Center;RFL;46;individuals;10-Jul-2017;10-Jul-2017;July;Region 10
1110;ICRC;Welfare;RFL;I am Alive Call;1035;103502;East Poblacion;Finished;10;individuals;BHCU;RFL;10;individuals;10-Jul-2017;10-Jul-2017;July;Region 10
1111;ICRC;Welfare;RFL;Tracing;1035;103502;East Poblacion;Finished;1;individual;BHCU;RFL;1;individual;10-Jul-2017;10-Jul-2017;July;Region 10
1116;ICRC;Welfare;RFL;I am Alive Call;1035;103502;Balut;Finished;7;individuals;Balo-I Provincial Hospital;RFL;7;individuals;10-Jul-2017;10-Jul-2017;July;Region 10
1121;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;5;individuals;Maahad Abdel Aziz;RFL;5;individuals;11-Jul-2017;11-Jul-2017;July;Region 10
1124;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;62;individuals;Maahad Markazi Evacuation Center;RFL;62;individuals;11-Jul-2017;11-Jul-2017;July;Region 10
1135;ICRC;Welfare;RFL;I am Alive Call;1035;103502;Balut;Finished;17;individuals;Balo-I Provincial Hospital;RFL;17;individuals;11-Jul-2017;11-Jul-2017;July;Region 10
1156;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;14;individuals;Maahad Abdel Aziz;RFL;14;individuals;12-Jul-2017;12-Jul-2017;July;Region 10
1163;ICRC;Welfare;RFL;I am Alive Call;1035;103502;East Poblacion;Finished;10;individuals;BHCU;RFL;10;individuals;12-Jul-2017;12-Jul-2017;July;Region 10
1174;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;12;individuals;Maahad Abdel Aziz;RFL;12;individuals;13-Jul-2017;13-Jul-2017;July;Region 10
1176;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;13;individuals;Maahad Markazi Evacuation Center;RFL;13;individuals;13-Jul-2017;13-Jul-2017;July;Region 10
1195;ICRC;Welfare;RFL;I am Alive Call;1035;103502;East Poblacion;Finished;10;individuals;BHCU;RFL;10;individuals;13-Jul-2017;13-Jul-2017;July;Region 10
1198;ICRC;Welfare;RFL;I am Alive Call;1035;103502;Balut;Finished;6;individuals;Balo-I Provincial Hospital;RFL;6;individuals;13-Jul-2017;13-Jul-2017;July;Region 10
1231;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;12;individuals;Gumampong D. Ali Cultural Center;RFL;12;individuals;15-Jul-2017;15-Jul-2017;July;Region 10
1232;ICRC;Welfare;RFL;I am Alive Call;1035;103502;Balut;Finished;13;individuals;Balo-I Provincial Hospital;RFL;13;individuals;15-Jul-2017;15-Jul-2017;July;Region 10
1233;ICRC;Welfare;RFL;I am Alive Call;1035;103502;East Poblacion;Finished;34;individuals;BHCU;RFL;34;individuals;15-Jul-2017;15-Jul-2017;July;Region 10
1272;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;18;individuals;Madrasah Al Qariah;RFL;18;individuals;17-Jul-2017;17-Jul-2017;July;Region 10
1299;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;19;individuals;Gumampong D. Ali Cultural Center;RFL;19;individuals;18-Jul-2017;18-Jul-2017;July;Region 10
1326;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;30;individuals;Abdul Hamid Evacuation Center;RFL;30;individuals;19-Jul-2017;19-Jul-2017;July;Region 10
1352;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;10;individuals;Gumampong D. Ali Cultural Center;RFL;10;individuals;20-Jul-2017;20-Jul-2017;July;Region 10
1357;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;13;individuals;Madrasah Al Qariah;RFL;13;individuals;20-Jul-2017;20-Jul-2017;July;Region 10
1358;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;7;individuals;Maahad Markazi Evacuation Center;RFL;7;individuals;20-Jul-2017;20-Jul-2017;July;Region 10
1536;ICRC;Welfare;RFL;Tracing;1035;103502;West Poblacion;Finished;1;individual;Madrasah Al Qariah;RFL;1;individual;1-Aug-2017;1-Aug-2017;August;Region 10
1582;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;26;individuals;Maahad Markazi Evacuation Center;RFL;26;individuals;3-Aug-2017;3-Aug-2017;August;Region 10
1751;ICRC;Welfare;RFL;I am Alive Call;1035;103502;Landa Madrasah;Finished;30;individuals;Landa Madrasah;RFL;30;individuals;15-Aug-2017;15-Aug-2017;August;Region 10
1772;ICRC;Welfare;RFL;I am Alive Call;1035;103502;East Poblacion;Finished;16;individuals;BHCU;RFL;16;individuals;16-Aug-2017;16-Aug-2017;August;Region 10
1773;ICRC;Welfare;RFL;I am Alive Call;1035;103502;Landa Madrasah;Finished;30;individuals;Landa Madrasah;RFL;30;individuals;16-Aug-2017;16-Aug-2017;August;Region 10
2120;ICRC;Welfare;RFL;I am Alive Call;1035;103502;Landa Madrasah;Finished;20;individuals;Landa Madrasah;RFL;20;individuals;14-Sep-2017;14-Sep-2017;September;Region 10
2141;ICRC;Welfare;RFL;I am Alive Call;1035;103502;Landa Madrasah;Finished;30;individuals;Landa Madrasah;RFL;30;individuals;15-Sep-2017;15-Sep-2017;September;Region 10
2200;ICRC;Welfare;RFL;I am Alive Call;1035;103502;East Poblacion;Finished;17;individuals;BHCU;RFL;17;individuals;20-Sep-2017;20-Sep-2017;September;Region 10
2218;ICRC;Welfare;RFL;I am Alive Call;1035;103502;East Poblacion;Finished;11;individuals;BHCU;RFL;11;individuals;21-Sep-2017;21-Sep-2017;September;Region 10
2236;ICRC;Welfare;RFL;I am Alive Call;1035;103502;East Poblacion;Finished;5;individuals;BHCU;RFL;5;individuals;22-Sep-2017;22-Sep-2017;September;Region 10
2401;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;50;individuals;Momongan Elementary School;RFL;50;individuals;5-Oct-2017;5-Oct-2017;October;Region 10
2402;ICRC;Welfare;RFL;I am Alive Call;1035;103502;Landa Madrasah;Finished;150;individuals;Landa Madrasah;RFL;150;individuals;5-Oct-2017;5-Oct-2017;October;Region 10
2422;ICRC;Welfare;RFL;I am Alive Call;1035;103502;West Poblacion;Finished;40;individuals;Momongan Elementary School;RFL;40;individuals;6-Oct-2017;6-Oct-2017;October;Region 10
2614;ICRC;Welfare;RFL;I am Alive Call;1035;103502;Landa Madrasah;Finished;39;individuals;Landa Madrasah;RFL;39;individuals;18-Oct-2017;18-Oct-2017;October;Region 10
2646;ICRC;Welfare;RFL;Tracing;1035;103502;Landa Madrasah;Finished;1;individuals;Landa Madrasah;RFL;1;individuals;20-Oct-2017;20-Oct-2017;October;Region 10
1017;ICRC;Welfare;Welfare;Welfare Desk;1035;103502;West Poblacion;Finished;1;station;Gumampong D. Ali Cultural Center;Established Welfare Desk;1;station;6-Jul-2017;6-Jul-2017;July;Region 10
1018;ICRC;Welfare;Welfare;Welfare Desk;1035;103502;Balut;Finished;1;station;Balo-I Provincial Hospital;Established Welfare Desk;1;station;6-Jul-2017;6-Jul-2017;July;Region 10
1019;ICRC;Welfare;Welfare;Welfare Desk;1035;103502;East Poblacion;Finished;1;station;BHCU;Established Welfare Desk;1;station;6-Jul-2017;6-Jul-2017;July;Region 10
1022;ICRC;Welfare;Welfare;Welfare Desk;1035;103502;West Poblacion;Finished;1;station;Maahad Markazi Evacuation Center;Established Welfare Desk;1;station;6-Jul-2017;6-Jul-2017;July;Region 10
1023;ICRC;Welfare;Welfare;Welfare Desk;1035;103502;West Poblacion;Finished;1;station;Maahad Abdel Aziz;Established Welfare Desk;1;station;6-Jul-2017;6-Jul-2017;July;Region 10
550;ICRC;Health;Transport;Ambulance Transport;1035;103503;Upper Sagadan;Finished;4;individuals;Lanao Provincial Hospital;Ambulance Transport;4;individuals;18-Jun-2017;18-Jun-2017;June;Region 10
582;ICRC;Health;Transport;Ambulance Transport;1035;103503;Upper Sagadan;Finished;2;individuals;Lanao Provincial Hospital;Ambulance Transport;2;individuals;19-Jun-2017;19-Jun-2017;June;Region 10
346;PRC;Relief;Food Items;Food Items (15-days Ration);1536;153603;Tantua Raya;Finished;675;households;Balindong Evacuation Center;Relief Distribution;675;packs;10-Jun-2017;10-Jun-2017;June;ARMM
347;PRC;Relief;Non-Food Items;Sleeping Kit (Blanket);1536;153603;Tantua Raya;Finished;675;households;Balindong Evacuation Center;Relief Distribution;1350;pcs;10-Jun-2017;10-Jun-2017;June;ARMM
348;PRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153603;Tantua Raya;Finished;675;households;Balindong Evacuation Center;Relief Distribution;1350;pcs;10-Jun-2017;10-Jun-2017;June;ARMM
349;PRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153603;Tantua Raya;Finished;675;households;Balindong Evacuation Center;Relief Distribution;1350;pcs;10-Jun-2017;10-Jun-2017;June;ARMM
352;PRC;Relief;Non-Food Items;Kitchen Set;1536;153603;Tantua Raya;Finished;675;households;Balindong Evacuation Center;Relief Distribution;675;set;10-Jun-2017;10-Jun-2017;June;ARMM
350;PRC;WASH;Non-Food Items;Hygiene Kit;1536;153603;Tantua Raya;Finished;675;households;Balindong Evacuation Center;Relief Distribution;675;pcs;10-Jun-2017;10-Jun-2017;June;ARMM
351;PRC;WASH;Non-Food Items;Jerry Can (20L);1536;153603;Tantua Raya;Finished;675;households;Balindong Evacuation Center;Relief Distribution;1350;pcs;10-Jun-2017;10-Jun-2017;June;ARMM
2069;PRC;Relief;Food Items;Food Items (15-days Ration);1536;153605;;Finished;601;households;Binidayan;Relief Distribution;601;pcs;10-Sep-2017;10-Sep-2017;September;ARMM
1202;PRC;Relief;Non-Food Items;Kitchen Set;1536;153633;Poblacion;Finished;1000;households;Buadiposo-Buntong;Relief Distribution;1000;set;13-Jul-2017;13-Jul-2017;July;ARMM
1204;PRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153633;Poblacion;Finished;1000;households;Buadiposo-Buntong;Relief Distribution;2000;pcs;13-Jul-2017;13-Jul-2017;July;ARMM
1205;PRC;Relief;Non-Food Items;Sleeping Kit (Blanket);1536;153633;Poblacion;Finished;1000;households;Buadiposo-Buntong;Relief Distribution;2000;pcs;13-Jul-2017;13-Jul-2017;July;ARMM
1206;PRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153633;Poblacion;Finished;1000;households;Buadiposo-Buntong;Relief Distribution;2000;pcs;13-Jul-2017;13-Jul-2017;July;ARMM
1203;PRC;WASH;Non-Food Items;Hygiene Kit;1536;153633;Poblacion;Finished;1000;households;Buadiposo-Buntong;Relief Distribution;1000;pcs;13-Jul-2017;13-Jul-2017;July;ARMM
1207;PRC;WASH;Non-Food Items;Jerry Can (20L);1536;153633;Poblacion;Finished;1000;households;Buadiposo-Buntong;Relief Distribution;1000;pcs;13-Jul-2017;13-Jul-2017;July;ARMM
